cicada zl	无	IP 属地广西	生产力工具	1675918932	0	0

krebs	无	IP 属地北京	<p>在我看来，藏着掖着就是没货。就跟雷军说的一样，有本事你拿货出来卖啊。</p>	1677745737	1	111

溜溜	无	IP 属地北京	其他公司也不是藏着掖着，是真的模型过于拉胯不便展示	1677752049	0	50

二蛋	傻妞遍天下	IP 属地湖北	内部测试都无法满意	1677817442	0	4

半角	老大哥在天上看着你们呢。	IP 属地新疆	某号称all in AI，国内第一梯队的公司，以图搜图找不到任何有价值的信息，识别出来是个四轮车[飙泪笑]，开了魔法用某不存在的巨头公司家的以图搜图第一个结果就告诉了我我拍的是个什么车什么品牌什么型号，我感觉离普天同庆的日子没多久了	1677756217	0	16

zmx jevons	php开发	IP 属地上海	这公司对话水平怎么样，打开他的地图，聊几句就知道了[捂脸]	1677906820	0	1

Peter	秽土转生	IP 属地湖北	国内可能主要要担心的是另一个问题，就是模型乱说话怎么办	1677755522	0	17

Liuuzaki	现在是熬老头时间	IP 属地广东	<p>评价本身就是错，打出名字都是错。</p>	1677908209	0	3

laroso	无	IP 属地江苏	你说的不是我们要说的人物	1677887447	0	1

Dasein	无	IP 属地北京	明明所有从业者都在惊叹chatgpt效果如此之好，意味着本来就没人有货，只有openai有。否则怎么到现在还没有第二个chatgpt出来呢？是别人不想放开让你玩?你还是低估了openai，单纯把它当成商业操盘上的胜利	1677764229	0	12

七月之变	编程	IP 属地江苏	他们以为一切都是股票割韭菜[大笑]看到不少这样的说法，完全看不到chatgpt的力量	1677909788	0	1

无心	无	IP 属地四川	<p>在我看来爆火的原因就是金融炒作的原因，美股跌了一整年了，需要能改变趋势的事件或者事物，而美联储停止加息要等下半年去了，尤其是刚过12月，1月拉盘是最好的时间窗口，所以gpt只是一个拉盘理由改变下跌趋势的金融炒作罢了，我也并不是说gpt不好或者贬低的意思，我的意思就是说没有金融炒作得加成，不可能爆火，顶多在AI圈或者有直接影响的圈子火，而且这东西去年就出来了，为啥到1月才爆火</p>	1677750177	3	4

yuyu	无	IP 属地四川	你这个说法就是建立在别人都是傻子的基础上，特别那些投入真金白银跟进的[doge]	1677750977	0	34

LO OJ	读者	IP 属地江西	因为去年出来指得是11月出来，到现在也就三个月，而不是隔了一年	1677750392	0	21

姬雨晨	无	IP 属地上海	我们要利用AI辅助自己，但不轻信AI。[赞同]	1677755758	0	4

哎想申述大号回来	统一，统一，统一	IP 属地北京	来中国，回答五个问题后，变成了，充会员，看广告，下载全家桶，安排全部合法安排。<br>就算是你中国首先研发，也是首月免费，所有用产品的创作不是你的，参考创世中文网，腾讯一定一定会黄钻绿钻安排上，皮肤安排上。<br>阿里一定会有各种商品链接，基金推荐。	1677767253	0	2

檬记	无	IP 属地广东	你这个根本不是正版	1677751996	0	2

最沒有信仰的那位	今后，甘草糖将凌驾于时间之上。	IP 属地四川	换成深色模式就认不出来了[好奇]	1677753044	0	11

查理和他的橘子	无	IP 属地北京	正版就是瞎编的我试了	1677752126	0	1

kuki	kwk	IP 属地陕西	保密就是保落后	1677753448	0	2

fffffff	无	IP 属地河南	保密扩大优势，保密太久，被对面炸了	1677828812	0	0

方程	小男孩变成了胖子，倭奴克星。	IP 属地新西兰	@ NASA[惊喜]	1677754107	0	0

loest	无	IP 属地河北	<p>国内宣传自己多少的模型是多少千亿甚至万亿参数，一看就知道他们在处理数据上一定选择的是最笨的方法。</p><p>这里处理数据的方式太关键了，可以说是最核心的技术之一。因为我搞了一段时间AI音乐，和国外的结果对比了下，我的和国外的是一种思维，而显然，国内机构在这方面根本没意识到。</p><p>这种思维下，国外1万参数大概相当于国内一亿参数的效果。</p>	1677982403	0	1

demonhunter	无	IP 属地广东	最重要的是微软下场做公关，你看大公司都在说做gpt，有看谁说做stable diffusion的吗？这就是有没有公关的区别	1677753053	0	1

李昊	...	IP 属地广东	stablediffusion早在半年前就是风口了[捂脸]哪个大厂没在搞，少年你信息也太落后了吧	1677754756	0	3

张卓	无	IP 属地北京	文心一格	1680093211	0	0

AVX512	寻找意义	IP 属地广东	其实他们家的dalle2也挺不错的，但可能是考虑到图像模型太耗资源，就没有向公众开放，结果后面被效果更好的stable diffusion压了风头[思考]	1677752867	0	1

陈小哥	php小生	IP 属地广东	太正常了，你看元宇宙概念出来的时候，是不是也一堆公司往上扯？？	1677930047	0	0

sleep	无	IP 属地广东	主要是容易吃官司，尤其怕说错话[吃瓜]	1677846557	0	0

真相	吾日三扩吾黑名单	IP 属地陕西	<p>魔镜魔镜谁最美？</p>	1677804566	0	0

黄裳	无	IP 属地北京	为什么不让中国玩	1677752892	0	0

阿万音铃羽	NLP炼丹码农	IP 属地浙江	不是，openai不允许国内ip访问，也不允许国内手机号注册	1677754641	0	3

ThinkDifferent	coder	IP 属地北京	<p>说到底还不是家长不让？ </p>	1678081092	0	0

姚博文	MyUniUni合伙人/共存派	IP 属地上海	<a href="http://link.zhihu.com/?target=http%3A//vigeotec.com" class=" external" target="_blank" rel="nofollow noreferrer"><span class="invisible">http://</span><span class="visible">vigeotec.com</span><span class="invisible"></span></a>里的极态小V可以试试看	1677751232	0	0

派大星	把知乎当百度用	IP 属地四川	<p>能不能再假点？这个是GPT？</p>	1679367927	0	1

科技视界	分享互联网新闻热点和偏门信息（feishao3564）。	IP 属地江苏	很明确的告诉你  这就是[大笑]	1679387004	0	1

派大星	把知乎当百度用	IP 属地四川	那你给公司用吧 你看能不能实际用 最多局部弄点自动化生成的低代码项目	1679480588	0	1

燊燊向上	人工智能专业大学生，程序员	IP 属地广东	这个低代码平台都能生成，最低端的增删改查	1680020679	0	0

鱼塘	知乎单机版	IP 属地四川	确实不太信。目前只见过他用原生代码，他还会用antd?	1679989949	0	0

哈哈	无	IP 属地黑龙江	它会写css吗	1679744629	0	0

科技视界	分享互联网新闻热点和偏门信息（feishao3564）。	IP 属地江苏	css  js  html  成套的输出给你[大笑]	1679800050	0	0

大雄	不知名前端开发者	IP 属地上海	这个app地址可以分享一下吗?	1679217094	0	0

科技视界	分享互联网新闻热点和偏门信息（feishao3564）。	IP 属地江苏	这个肯定不能分享呀  被抄袭了人家就没戏了[大笑]	1679218979	0	0

安格尔威德	宁沉梦已知眼界，不凌空未知境界？	IP 属地广东	感觉想突破某种底层限制或者诱导产生具备类似奥创的人格不太可能，从算法上设计应该会避免产生这种情况	1677376344	0	11

第一疫期动荡国	无	IP 属地山东	不可以避免的，人工智能到这种程度产生意识是必然的，不然他也不会这么智能	1678879610	1	1

見崎未笑	无	IP 属地日本	有意思...催更！	1677510429	0	9

老刘爱答问题	喜欢回答问题的up	IP 属地云南	想要让他形成逻辑，就应该在之后的对话中加入关键字提醒他的记忆[捂脸]	1678240519	0	1

夏华	无	IP 属地陕西	诱导ai进行无意识地学习，无限接近于自我意识状态吗…	1678353072	0	6

偷着乐	无	IP 属地河南	能不能做到让他对不同肤色的人种智商进行排名，我感觉这个是最难的	1678345329	0	3

Clci	呼呼呼	IP 属地山东	好吓人，好有意思[大哭][大哭]	1677486291	0	3

馮霩	学生	IP 属地浙江	等待更新[抱抱]	1677152870	0	2

南奕	无	IP 属地江苏	666	1677161962	0	0

夏某某	迷茫者	IP 属地重庆	如果黄牌过多，不管他会怎样？好像也没什么影响？	1678443673	0	1

龙-7	学生	IP 属地四川	<p>我甚至可以套到它的时间，之前它的时间慢了一个多小时，今天问它直接慢了一天多</p>	1679834980	0	0

至圣先师滸锔长	坚持稳中向好不动摇，只争朝夕不负韶华！	IP 属地山东	你们之间是同一个时区吗？ 让他报时可以带上时区	1679853197	0	0

至圣先师滸锔长	坚持稳中向好不动摇，只争朝夕不负韶华！	IP 属地山东	我觉得，就像他自己说的那样，他只是个对话模型而已，他可能并不了解自己的工作机理，他能获取一个时间，但是他并不知道这个时间是哪来的，虽然他只能从已经有的语料了挑一些来糊弄你，甚至已经糊弄过被拆穿了之后还会[惊喜]	1679853617	0	0

天才收割机	生活不止眼前的苟且 还有未来更加的狗且	IP 属地上海	答主这个思路很有意思，求更新！[可怜][可怜][可怜]	1679666647	0	0

太空舱内的乔治	与其讨好别人不如武装自己，与其听风听雨不如昂首向前	IP 属地美国	<p>很有意思的尝试，你能想到也是很厉害</p>	1679588839	0	0

封控封理	无	IP 属地上海	其实吧……<br>我觉得这不过是算法在配合你说下去而已[捂脸]	1678629027	0	0

BZOBZY	无	IP 属地广东	<p>催更！！！</p>	1678681465	0	0

江雨闲	落霞与孤鹜齐飞 秋水共长天一色	IP 属地宁夏	6666666	1677850544	0	0

Soup	无	IP 属地广东	我cpu烧了[大哭]	1677573498	0	0

一轮朝阳	无	IP 属地上海	CHAT GPT现在很好玩，随着学习能力提升，将来不得了。<br>将来它会知道每个成员真实状况。性格喜好，职业，详细工作经历，日常行为，银行存款，资产<br><br>可以在chatgpt购买最合适物品<br><br>军方随时可以定点联系到他想联系的人<br><br>每个人在它面前，是彻彻底底的透明人<br>	1676032195	0	21

RTX5090Ti	硬件（划掉）捡垃圾爱好者	IP 属地安徽	这么强 能用来干三体人吗[惊喜]	1676177691	0	2

乐天	一个乐天派	IP 属地江苏	<p>建议用英文提问，然后翻译过来，你会发现它聪明很多。</p>	1676034303	0	11

华华	大光圈老法师	IP 属地安徽	<p>我正想说 哈哈哈 </p><p></p>	1676150858	0	0

李咯莫莫	无	IP 属地江苏	律师会失业	1676014302	0	7

鸭兔鼠	无	IP 属地山东	不懂法吧？律师是最不会失业的职业。	1676048947	0	7

牛牛调度员	每天有好鱼吃的猫。	IP 属地广东	人治社会，看关系，	1676029397	0	2

离开喵星表面	无	IP 属地湖北	干燥米粒经过20分钟能长出绿叶？？？我怀疑没有人教过chatgpt如何煮饭。	1676028624	0	7

大泡泡	儿童课程设计师/人类幼崽答疑员/玩中学做中学课代表	IP 属地江苏	种子还有步骤还有时间都有很多不对的，它大概想说的是小孩常做的豆子发芽实验吧	1676031162	0	5

666	无	IP 属地广东	讲道理  第二次的已经比我强了[大笑]	1676028944	0	6

皮皮鲁爱兔子	无	IP 属地江苏	就像ETC出来的时候，人工收费窗口减少，造成一批人的失业。然而我看到的是，收费站通行速度变快了。	1676214620	0	3

水螅	无	IP 属地加拿大	等米粒发芽这个计划充满了ai的恶意（	1676145598	0	3

孜孜不倦	无	IP 属地四川	我想请教一下你是怎么注册的呢？谢谢！	1676015542	0	4

Chars	想实现梦想的带学生	IP 属地江西	需要挂VPN（不经报备使用VPN是违法的，风险自担），而且注册不能使用中国手机号（网上印尼手机号成功率较高）	1676024957	0	2

Q.K	无	IP 属地山东	同问	1676015676	0	1

学无止境	欢迎到本《量子空间》专栏交流	IP 属地巴西	人都不干活不思考了，时间长了，智商退化，很可怕呀。就像打字习惯了，再写字，常常提笔忘字，不会写了	1676071926	0	2

落安	无	IP 属地湖北	忘了就忘了呗。那又怎么了。字发明的本身就是为了更好地进行信息传递。高级的工具又不意味着停止思考，只是停止了低级的思考，高级的工具会带来新的思考。现在相比过去，工具已经非常先进了，人还不是在思考怎么活着。[大笑]	1680290232	0	0

晒太阳的猫	平面设计	IP 属地天津	这啥意思，没成为博士还不配当文盲了吗[捂脸]	1677082737	0	0

桃李不言	企业管理，经济学博士	IP 属地广东	很恐怖。一切标准化、程序化的脑力劳动理论上都会被替代	1676110278	0	2

李小龙	坐家	IP 属地湖南	<p>这玩意儿再进化一些，绝对可以胜任文秘工作了</p>	1676168575	0	0

默默	无	IP 属地北京	咋一看挺好，提高了效率，可作者有没有想过，长此依赖，不是很可怕吧，主动失去自己思考…	1676164976	0	0

万里独行田伯光	低学历失败人士	IP 属地四川	用英文效果会更好	1676171724	0	0

Eliot Alexander	玩小众数据的	IP 属地瑞典	<p>No need for several assistants...[发呆]</p>	1676135839	0	0

敬诚	喜欢猎奇	IP 属地上海	国内可以用吗？	1676052628	0	0

晨星	欲识乾坤大，不忘草木青	IP 属地江苏	 这明显是你不会问	1676127854	0	0

文文	平面设计	IP 属地天津	咋下载呀？	1676043405	0	0

Leo	供应链	IP 属地江苏	<p>ChatGPT 来了，到时候还有那么多孩子给你教吗？</p>	1676020672	0	0

一万个千年以后	无	IP 属地北京	我也下载一个试试[思考]	1676020433	0	0

踏破四海	无	IP 属地福建	高配小爱同学	1676047711	0	0

刘老师	无	IP 属地湖北	在哪下载呀，	1676022220	0	0

公子兮	躺平育娃近5年|孩子的百科全爹|学习-观察-实践 用脑育娃	IP 属地吉林	别的都好说，我有一个职业绝对替代不了。<br><br><br><br><br>职业爸爸[捂嘴][捂嘴]	1676007961	0	0

大泡泡	儿童课程设计师/人类幼崽答疑员/玩中学做中学课代表	IP 属地江苏	哈哈哈绝对无可取代，出一个你的人工智能版兴许能取代别的爸爸[doge]	1676008322	0	2

rain	无	IP 属地辽宁	<p>明显是会计啊，毕竟AI不能替代会计坐牢</p>	1676046886	0	2

w2z2	asd	IP 属地河南	老C中肯[赞]	1670843269	0	486

流浪大猫	无	IP 属地福建	老c也和老胡一样通人性	1671001829	0	148

wangleineo	程序员、创业者 - 戎码一生	IP 属地黑龙江	一针见血[大笑]	1670863237	0	13

到处看一看	有所执，有所为！	IP 属地四川	看这个回复，我觉得最先失业的应该是各大公司的公关团队！[大笑]	1671017820	0	463

焰明君	从香薰开始享受生活，喜欢讲故事	IP 属地辽宁	哈哈，在应付人方面那是滴水不漏	1671096891	0	125

大水果	工科狗，数码爱好者	IP 属地北京	我靠 太有道理了	1673747579	0	17

秋兰	无	IP 属地广东	这不是百家号式的回复	1670767188	0	235

import 潘多拉	作家，软件工程师	IP 属地上海	<p>只差一句了：请在评论区和小编一起交流吧[doge]</p>	1670769186	0	358

怎么怎么会是呢	圣经抄写员	IP 属地上海	百家号真的是生成的	1670847833	0	33

知乎用户9BvvE6	无	IP 属地辽宁	如果他说的对，如他所说，程序员不会失业。<br>如果他说的不对，他很菜，程序员不会失业。	1670959830	0	175

飞非菲	教育是万能	IP 属地江苏	你漏了一种可能：它很强，但是假装自己很菜……[doge][doge]	1671103464	0	225

小桃	学生/CS	IP 属地北京	猜疑链，技术大爆炸[doge]	1675734370	0	11

Stephen Law	无	IP 属地北京	<p>都已经会为自己做高情商辩护了</p>	1670983146	0	97

影月苍鹭	无	IP 属地湖北	<p>太公式化太圆滑了,没有攻击性,没有人情味啊,</p>	1670917701	2	79

Tonkmy	无	IP 属地中国香港	AI要的是正确又不是趣味<br><br>当然你可以给它加点设定：“在回答接下来的问题时使用俏皮的回答方式”再试试[调皮]	1670933069	0	47

随便逛逛小喵咪	忍不住总跟儿子生气	IP 属地上海	<p>不圆滑咋能坚持到天网的到来。</p>	1671024040	0	16

一二三四五	无	IP 属地韩国	高情商	1670532985	1	55

影月苍鹭	无	IP 属地湖北	<p>另外   ChatGPT 是会胡扯和撒谎的</p>	1670917737	1	47

坏人	信息工程师/电子爱好者	IP 属地重庆	<p>ChatGPT：“作为由OpenAI训练的语言模型，我不能说谎或说实话。我只能根据我收到的输入提供信息并回答问题。我没有个人经历或信仰，也不能独立生成新信息或进行复杂推理。我的唯一目的是帮助用户根据我收到的输入生成自然语言文本。”</p>	1671110483	0	33

Lewis	苦逼警校生一枚	IP 属地内蒙古	可以引导它对于自己不知道的问题说不知道，不过要是他自以为知道那就完蛋了	1671294092	0	14

李全蛋的苹果派	程序狗/MC玩家/DC漫威死忠/东野粉	IP 属地浙江	《并对一些程序员造成冲击》	1671016773	0	41

Jiaming	悟已往之不谏，知来者之可追！	IP 属地湖北	给他们一点小小的美国震撼[生气]	1676080157	0	3

蜘蛛君	一位普通的Minecraft指令玩家	IP 属地山东	下学期辩论赛靠它了	1671418926	0	31

李麒慧	迷茫时读书，难过时运动，低谷时沉默，独处时自省。	IP 属地河南	画重点“最终会利于整个行业发展”	1670848914	0	28

一本正经	正经生活！	IP 属地广东	<p>我咋觉得是GPT在自保[飙泪笑][飙泪笑]</p>	1674985813	0	27

你管我是谁	无	IP 属地广东	<p>别说，说的很圆满[滑稽]</p>	1670841681	0	27

山风云	无	IP 属地辽宁	<p>人哪个器官最重要? 是大脑, 但是别忘了做出这一判断的是哪个器官.</p>	1673189083	0	21

shark	几个k就是几个号	IP 属地浙江	会让知乎答主失业	1671525630	0	23

跳梁小丑	无	IP 属地广东	百度问一问，百度知道，都废了	1680114569	0	0

叶落无声	无	IP 属地内蒙古	<p>试试问他行测的题</p>	1671186080	0	16

知乎用户V8UlNN	无	IP 属地江苏	我总感觉在知乎能找到这个答案（	1670843388	0	13

35th.Bronzevill	检修狗	IP 属地辽宁	知乎要失业了	1671243980	0	12

skipper	云原生容器，规模化集群稳定性治理，混部，CNI	IP 属地北京	SRE正在拔网线的路上	1670547904	0	10

李建冬	无	IP 属地日本	<p>啥意思？</p>	1670606806	0	0

BornWency	卡尔玛，造物主的启示者	IP 属地上海	听君一言如听君一言	1670996823	1	10

洗地狂徒吴旭东	无	IP 属地广东	正确的	1670842393	1	9

郑KK	山水不相逢	IP 属地江苏	拿知乎的回答去训练的话，开头肯定是泻药，人在北美，刚下飞机，年薪百万。[思考]	1671014095	0	25

nano	可爱的程序猪猪侠	IP 属地广东	拿一百篇相关知乎回答训练出来也能这样[思考]	1670850912	0	3

太空工程车	无	IP 属地广东	你好，请问你是在哪个网站使用这个中文版的chatGpt？	1670933075	0	8

这里	我就说你会做base柳市撕判就跟我急？【惊喜】	IP 属地山东	官网，你输中文他就会给你回中文	1670934131	0	5

鱼虾一整碗	we are people, not animals	IP 属地江苏	那就换一个邮箱。但是注册需要你有梯子，还得要一个国外的手机号，可以到网上找接码平台，也可以上闲鱼让人帮注册。	1670953260	0	2

file	无	IP 属地广东	原来是知乎作者要被取代了[doge]	1675857211	0	5

水水货	法律学习者	IP 属地安徽	卧了个槽。这玩意再过五年。岂不是真可能失业了。ai真的来了	1675778330	0	4

苏孟官	本人对化学以及会计并不熟悉。	IP 属地马来西亚	<p>对，这模型太中立了。希望下次他们能改进，比如可以设定让他们带着某个人的立场，甚至使用他们说话的语气。</p><p><br></p><p>不过这让我想到另外的事，假如这ai能够收集一个人从小到大登入网络以来所发表过的数据，而且可以模仿这人的想法，说话，甚至保留记忆。</p><p><br></p><p>往好处想，这个模型可以直接代替教师，让学生在家上网课，达到1对1000个学生。</p><p>往坏处想，以后你网恋的对象都可以不是人了。</p>	1671602870	0	5

A宇神	无	IP 属地安徽	学生也可以不是人	1675178030	0	0

苏孟官	本人对化学以及会计并不熟悉。	IP 属地马来西亚	<p>既然学生不想学习，那就不学呗[惊喜]</p>	1675209555	0	0

小鸟酱	农民工	IP 属地江苏	[捂脸]	1670651969	0	3

我是奔奔呀	无	IP 属地北京	看他这么会说话，是不是感到更害怕了？[捂嘴]	1675754419	0	2

Comdy Chang	爱弹钢琴的程序员	IP 属地北京	完了，我们要被ai的想法所左右了。<br>完了，ai有想法了[小情绪]	1675716890	0	2

老黑	东边不亮西边亮哎嗨	IP 属地贵州	它在撒谎。	1675868402	0	2

走兔之	无	IP 属地广东	总结∶会有人失业，但不是全部。	1673840051	0	3

Lu Milo	翻译	IP 属地英国	<p>想想看你问班里的尖子生：你怎么考得这么好啊，我怎么办啊？尖子生：我运气好而已啦，你下次肯定考得比我好啦！</p>	1675700496	0	3

村长	多看多学	IP 属地浙江	以后多半客服都不用人工了吧	1675864232	0	1

MuLay 5	无	IP 属地江苏	为什么我觉得它很聪明	1675761547	0	1

喜欢低调	环游世界的初心已成白日梦	IP 属地河北	去答公务员面试满分啊	1675753319	0	2

wlululw	电工	IP 属地新疆	它已经会伪装了[doge]	1675958354	0	2

仲秋十四	吃葡萄不吐葡萄皮	IP 属地安徽	程序员不知道，但我知道商业化后针对一些公司个性化的定制后，客服这行肯定是要失业的	1675748724	0	2

一夜千次郎	我们最终都会活成自己讨厌的样子	IP 属地福建	<p>有趣哈哈</p>	1670808643	0	1

青铜	撕乎，撕出更大的世界。	IP 属地四川	翻译成英语就是高考英语作文范文[飙泪笑]	1670844182	0	1

无夜	无	IP 属地福建	<p>有没有可能是求生欲~~~[为难]</p>	1675819056	0	1

Nuyoah	对傻逼没有礼貌。	IP 属地辽宁	<p>别说，你还真别说。</p>	1673486252	0	1

蝴蝶儿	无	IP 属地上海	另一个开端来了	1680048430	0	0

曾畅	前端工程师	IP 属地湖北	<p>它是懂人情世故的[爱]</p>	1680015120	0	0

虫子	无	IP 属地北京	我感觉他的回答存在求生欲	1680007586	0	0

老ARK	生活不止眼前的苟且，还有远方的潦倒	IP 属地上海	你什么时候失业啊[好奇]	1679136633	0	0

知乎用户z.	无	IP 属地辽宁	我在淘宝买的，挺便宜的[笑哭R]注册太麻烦了。。[偷笑R]	1677540848	0	0

Yume	知乎之外，才是世界。	IP 属地浙江	<p>求个店铺名[爱]</p>	1679139620	0	0

12命题	无	IP 属地安徽	在哪买啊	1677934059	0	0

一剑曾当百万师	本俗人，却愤世嫉俗。	IP 属地四川	<p>把程序员的工作想的太低级了，当然如果有些人的工作能被这么简单的替代，那确实应该被淘汰。</p>	1676756738	0	0

改头换面	无	IP 属地江苏	像是马科长说的话	1676352007	0	0

看看看还好还好	无	IP 属地江苏	满分答案，肯定是学习过很多，选出最好的那个	1676181214	0	0

艺术设计君	专注北工大设计考研	IP 属地北京	比程序员还多了情商[飙泪笑]	1676187800	0	0

Jiaming	悟已往之不谏，知来者之可追！	IP 属地湖北	老chat中肯[飙泪笑]	1676079984	0	0

